id,status,name,company_type,Type,cidade,estado,carteira,Assinatura,Novo company_type,Nova carteira
82108,inactive,Luisinho Veiculos,Revenda,company,Sete Lagoas,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82110,inactive,Luis Veiculos,Revenda,company,Ponta Grossa,Paraná,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82111,inactive,Luiza Automóveis,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82112,inactive,Luizauto,Revenda,company,Rio de Janeiro,Rio de Janeiro,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82113,inactive,Luiz Automoveis,Revenda,company,Ituiutaba,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82114,inactive,Luiz Automoveis,Revenda,company,São Bento do Sul,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82115,inactive,Luiz Automoveis,Revenda,company,Fortaleza,Ceará,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82116,suspended,Luiz Automóveis,Revenda,company,Mogi Guaçu,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82117,active,Luiz Automóveis & Financiamentos,Revenda,company,Criciúma,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82118,inactive,Luiza Veiculos,Revenda,company,Rio de Janeiro,Rio de Janeiro,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82119,inactive,Luiz Car,Revenda,company,Abre Campo,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82121,inactive,Luiz Esperança,Revenda,company,São Paulo,São Paulo,Carteira CS - Kelly Viana,DS Autoestoque,Revendas,Lucas Bombini
82122,inactive,Unidas Seminovos Araraquara,Revenda,company,Araraquara,São Paulo,Carteira CS - Rita Moregola,#N/A,Revendas,Lucas Bombini
82123,inactive,Luizinho Automóveis,Revenda,company,Itaquaquecetuba,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82125,inactive,Luizinho Automóveis,Revenda,company,São Paulo,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82126,inactive,Luizinho Multimarcas,Revenda,company,Santo André,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82127,inactive,Luizinho Veiculos,Revenda,company,Pederneiras,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82128,inactive,Luiz Intermediações,Revenda,company,Volta Redonda,Rio de Janeiro,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82130,inactive,Luiz Mauro Veículos,Revenda,company,Itumbiara,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
82131,inactive,Luiz Paulo Automoveis,Revenda,company,Itajubá,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82132,inactive,Luiz Paulo Multimarcas,Revenda,company,Ponta Grossa,Paraná,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82133,inactive,Lukar Automoveis,Revenda,company,Jundiaí,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82134,inactive,Lula Automóveis,Revenda,company,Jundiaí,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82135,active,Lulute Veiculos,Revenda,company,Pedro Leopoldo,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82136,inactive,Luma Automoveis,Revenda,company,Vitória,Espírito Santo,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82137,inactive,Luma Automóveis,Revenda,company,Joinville,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82138,inactive,Luma Car,Revenda,company,Rio de Janeiro,Rio de Janeiro,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82139,inactive,Lumag Automóveis,Revenda,company,Sorocaba,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82140,inactive,Lumauto Veículos,Revenda,company,Várzea Paulista,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82142,inactive,Lumière,Revenda,company,Marília,São Paulo,Carteira UsadosBR,#N/A,Concessionárias,
82143,inactive,Lumière,Revenda,company,Presidente Prudente,São Paulo,Carteira UsadosBR,#N/A,Concessionárias,
82144,inactive,Lumière,Revenda,company,Bauru,São Paulo,Carteira UsadosBR,#N/A,Concessionárias,
82145,inactive,Lumière,Revenda,company,Araçatuba,São Paulo,Carteira UsadosBR,#N/A,Concessionárias,
82146,inactive,Lumière Multimarcas,Revenda,company,São José do Rio Preto,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82147,inactive,Lumiere Veiculos,Revenda,company,Bauru,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82150,inactive,Lumma Multimarcas,Revenda,company,Londrina,Paraná,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82152,inactive,Lu & Moren Veículos Ltda,Revenda,company,Volta Redonda,Rio de Janeiro,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82153,inactive,Luna Veiculos,Revenda,company,Contagem,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82154,inactive,Luna Veículos,Revenda,company,Juazeiro do Norte,Ceará,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82155,inactive,Lun Motors,Revenda,company,Itabira,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82156,inactive,Lupa Automóveis -Itajai,Revenda,company,Itajaí,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82157,inactive,Lupa Veiculos,Revenda,company,Ourinhos,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82158,inactive,Lupcar,Revenda,company,Rio de Janeiro,Rio de Janeiro,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82159,inactive,Lup Car,Revenda,company,Rio de Janeiro,Rio de Janeiro,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82160,inactive,Lupricar Veículos,Revenda,company,São Paulo,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82161,inactive,Lusa Seminovos,Revenda,company,Paulínia,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82162,inactive,Lusa Veículos,Revenda,company,Nova Odessa,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82163,inactive,Lusitana Veiculos,Revenda,company,Poços de Caldas,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82164,inactive,Luson Taruma,Revenda,company,Santa Cruz do Rio Pardo,São Paulo,Carteira UsadosBR,#N/A,Concessionárias,
82165,inactive,Luson Veiculos São Jose Pinhais,Revenda,company,São José dos Pinhais,Paraná,Carteira UsadosBR,#N/A,Concessionárias,
82166,inactive,Luson Veiculos Taruma,Revenda,company,Curitiba,Paraná,Carteira UsadosBR,#N/A,Concessionárias,
82167,inactive,Luva Veiculos,Revenda,company,Rio de Janeiro,Rio de Janeiro,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82168,inactive,Lu Veículos,Revenda,company,Araras,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82169,inactive,Luvel Veículo,Revenda,company,Goiânia,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
82171,inactive,Luvile Veiculos,Revenda,company,Curitiba,Paraná,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82172,inactive,Luxor Automóveis,Revenda,company,Vila Velha,Espírito Santo,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82173,inactive,Luz Automoveis,Revenda,company,Vila Velha,Espírito Santo,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82175,inactive,Luz Autos - Novo Horizonte,Revenda,company,Barreiras,Bahia,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82177,active,Luzio Veículos,Revenda,company,Campinas,São Paulo,Carteira CS - Bruna Rodrigues,Anuncio Revenda Ilimitado,Revendas,Lucas Bombini
82178,inactive,Lv Car Multimarcas,Revenda,company,São Paulo,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82181,inactive,Lwana Veiculos,Revenda,company,Rio de Janeiro,Rio de Janeiro,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82183,inactive,Lw Veiculos,Revenda,company,Belo Horizonte,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82184,inactive,Lyscar Motos,Revenda,company,Aracaju,Sergipe,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82185,inactive,M10 Multimarcas,Revenda,company,São Paulo,São Paulo,Carteira CS - Rita Moregola,#N/A,Revendas,Lucas Bombini
82187,active,Lyon Motors,Revenda,company,São Bernardo do Campo,São Paulo,Carteira CS - Eliane Martins,C7 Power,Concessionárias,
82188,inactive,M12 Motors Tancredo,Revenda,company,São Bernardo do Campo,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82190,inactive,M13 Motors Comercio De Veiculo,Revenda,company,São Paulo,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82191,inactive,M2 automoveis,Revenda,company,São Paulo,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82192,inactive,M2 Multimarcas,Revenda,company,São José do Rio Preto,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82193,inactive,M2 Multimarcas Ltda,Revenda,company,Catalão,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
82194,active,MCar Automóveis,Revenda,company,São José,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82195,active,M2 Veículos,Revenda,company,Campinas,São Paulo,Carteira CS - Kelly Viana,Anuncio Revenda Ilimitado,Revendas,Lucas Bombini
82196,inactive,M3 Soluções Automotivas,Revenda,company,Juiz de Fora,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82197,inactive,M3 Auto,Revenda,company,Vila Velha,Espírito Santo,Carteira UsadosBR,#N/A,Concessionárias,
82199,inactive,M 3 Automoveis,Revenda,company,Pato Branco,Paraná,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82200,inactive,M3 Automoveis,Revenda,company,Salto,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82201,inactive,M3 Automóveis,Revenda,company,Rio de Janeiro,Rio de Janeiro,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82202,inactive,M3 Multimarcas,Revenda,company,São Paulo,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82203,active,N3 Multimarcas,Revenda,company,São Bernardo do Campo,São Paulo,Carteira CS - Kelly Viana,Anuncio Revenda Ilimitado,Concessionárias,
82204,inactive,M3 Multimarcas - Itajai,Revenda,company,Itajaí,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82205,inactive,M3 Outlet Car,Revenda,company,São Paulo,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82206,inactive,M3 Parts,Revenda,company,Caxias do Sul,Rio Grande do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82207,inactive,M3 Racing,Revenda,company,Caxias do Sul,Rio Grande do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82208,inactive,M3 Veiculos,Revenda,company,Aracaju,Sergipe,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82209,inactive,M3 Veiculos,Revenda,company,Cachoeiro de Itapemirim,Espírito Santo,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82210,active,M3 Veículos,Revenda,company,Barra do Garças,Mato Grosso,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82211,inactive,M3 Veículos,Revenda,company,Maceió,Alagoas,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82212,inactive,M4 Motors,Revenda,company,Ribeirão Preto,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82213,inactive,Planet Car,Revenda,company,São Paulo,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82214,inactive,M5 Automarcas,Revenda,company,São Paulo,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82215,inactive,M5 Automarcas Garden,Revenda,company,São Paulo,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82216,inactive,M6 Multimarcas,Revenda,company,Brasília,Distrito Federal,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82218,inactive,M7 Motors,Revenda,company,Várzea Grande,Mato Grosso,Carteira UsadosBR,#N/A,Concessionárias,
82219,inactive,M 9 Multimarcas,Revenda,company,Jundiaí,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82220,inactive,M9 Yamaha Bragança,Revenda,company,Bragança Paulista,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82221,inactive,M9 Yamaha Nove De Julho,Revenda,company,Jundiaí,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82222,inactive,M9 Yamaha São J. Dos Campos,Revenda,company,São José dos Campos,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82223,inactive,M9 Yamaha Taubaté,Revenda,company,Taubaté,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82224,inactive,Ma Autos E Blindagens,Revenda,company,São Paulo,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82225,inactive,Maax Veiculos,Revenda,company,Campinas,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82227,inactive,Maax Veículos - Paulínia,Revenda,company,Campinas,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82228,active,Maayan Automóveis,Revenda,company,Rio de Janeiro,Rio de Janeiro,Carteira CS - Kelly Viana,#N/A,Concessionárias,
82229,inactive,Mab Automóveis,Revenda,company,Vassouras,Rio de Janeiro,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82230,inactive,Mabel Veiculos,Revenda,company,Pelotas,Rio Grande do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82231,active,Mabel Veiculos,Revenda,company,Boa Vista,Roraima,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82233,inactive,Macale Veiculos,Revenda,company,Ourinhos,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82234,active,Maca Multimarcas - Arena Motors,Revenda,company,São Paulo,São Paulo,Carteira CS - Kelly Viana,#N/A,Revendas,Lucas Bombini
82235,inactive,MACARI VEÍCULOS,Revenda,company,Porto Alegre,Rio Grande do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82236,inactive,Macau Veículos,Revenda,company,São José dos Campos,São Paulo,Carteira UsadosBR,#N/A,Concessionárias,
82237,inactive,Mac Car Automarcas,Revenda,company,São Paulo,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82238,inactive,Maccari Automoveis,Revenda,company,Morro da Fumaça,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82239,inactive,Macedo E Gotardi,Revenda,company,Dourados,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82240,inactive,Macedos Car,Revenda,company,São Gonçalo,Rio de Janeiro,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82241,inactive,Macedo Veículos Multimarcas,Revenda,company,Amparo,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82242,inactive,Macedo Veículos - São José,Revenda,company,Florianópolis,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82244,inactive,Machado,Revenda,company,Marília,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82245,inactive,Machado Automoveis,Revenda,company,São Paulo,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82246,inactive,Machado Veiculos,Revenda,company,Três Lagoas,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82249,inactive,Mack Motors,Revenda,company,Jacareí,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82250,inactive,Mac Motors,Revenda,company,Campinas,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82251,inactive,Mac Motors,Revenda,company,Belo Horizonte,Minas Gerais,Carteira CS - Kelly Viana,#N/A,Concessionárias,
82252,inactive,Macom,Revenda,company,Belém,Pará,Carteira UsadosBR,#N/A,Concessionárias,
82253,inactive,Macom,Revenda,company,Paragominas,Pará,Carteira UsadosBR,#N/A,Concessionárias,
82254,inactive,Macom,Revenda,company,Belém,Pará,Carteira UsadosBR,#N/A,Concessionárias,
82255,inactive,Macom Mitsubishi Belém,Revenda,company,Belém,Pará,Carteira UsadosBR,#N/A,Concessionárias,
82256,inactive,Macom Veículos,Revenda,company,Brusque,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82257,inactive,Macon Veiculos,Revenda,company,Brusque,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82258,active,Macora Mais,Revenda,company,São José,Santa Catarina,Carteira UsadosBR,Anuncio Revenda Ilimitado,Revendas,Diogo Ramos
82259,inactive,Macseg Multimarcas,Revenda,company,Ribeirão Preto,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82260,inactive,Mac Veículos,Revenda,company,Campos dos Goytacazes,Rio de Janeiro,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82261,inactive,Cristal Veículos,Revenda,company,Goiânia,Goiás,Carteira CS - Kelly Viana,#N/A,Revendas,Gabriela Silva
82263,inactive,Madia Motosport,Revenda,company,Campinas,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82264,inactive,Madia Motosport,Revenda,company,Valinhos,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82265,inactive,Madia Motos Yamaha,Concessionaria,company,Campinas,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82266,inactive,Madia Paulinia,Revenda,company,Paulínia,São Paulo,Carteira UsadosBR,#N/A,Concessionárias,
82268,active,Madri Automóveis,Revenda,company,Palhoça,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82269,inactive,Madricar Automóveis,Revenda,company,São Paulo,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82270,inactive,Madrid Veículos,Revenda,company,Teresina,Piauí,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82271,inactive,Madrimil car multimarcas,Revenda,company,São Paulo,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82272,inactive,Madri Motors,Revenda,company,São José dos Campos,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82273,active,Madri Multimarcas,Revenda,company,Osasco,São Paulo,Carteira CS - Kelly Viana,Anuncio Revenda Ilimitado,Revendas,Lucas Bombini
82275,inactive,Madson Veículos,Revenda,company,Iguape,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82276,active,Maducar,Revenda,company,Rio de Janeiro,Rio de Janeiro,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82277,inactive,Madureira Veiculos,Revenda,company,Nova Friburgo,Rio de Janeiro,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82278,inactive,Maduro Veículos,Revenda,company,Araraquara,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82279,inactive,Maeda Veiculos,Revenda,company,Londrina,Paraná,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82280,inactive,Maestro Multimarcas,Revenda,company,Embu das Artes,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82281,inactive,Maffei Livramento Poa,Revenda,company,Porto Alegre,Rio Grande do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82282,inactive,Mafla Car Automóveis,Revenda,company,São Paulo,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82283,inactive,Mafra Motos,Revenda,company,Ponte Nova,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82284,inactive,Mafra Veiculos,Revenda,company,Varginha,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82285,inactive,Mafra Veiculos,Revenda,company,Goiânia,Goiás,Carteira CS - Kelly Viana,#N/A,Revendas,Gabriela Silva
82286,inactive,Magalhaes Motors,Revenda,company,Salvador,Bahia,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82287,inactive,Magalhães Multimarcas,Revenda,company,Uberlândia,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82288,inactive,Magalhães Veiculos - Joinville,Revenda,company,Joinville,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82289,inactive,Magalha Veiculos,Revenda,company,Joinville,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82290,inactive,MAGAVEL MAGARINOS,Revenda,company,Concórdia,Santa Catarina,Carteira UsadosBR,#N/A,Concessionárias,
82291,inactive,Magazine Veiculos,Revenda,company,Juazeiro do Norte,Ceará,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82292,inactive,Magevel Veículos,Revenda,company,São José dos Pinhais,Paraná,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82293,inactive,Maggi,Revenda,company,Tietê,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82294,inactive,Maggi,Revenda,company,Itu,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82295,inactive,Maggi-Boituva,Revenda,company,Boituva,São Paulo,Carteira UsadosBR,#N/A,Concessionárias,
82296,inactive,Maggi Fiat Itu,Revenda,company,Itu,São Paulo,Carteira Concessionária,#N/A,Concessionárias,
82297,inactive,Maggi Fiat - Salto,Revenda,company,Salto,São Paulo,Carteira Concessionária,#N/A,Concessionárias,
82298,inactive,Maggi Fiat Tietê,Revenda,company,Tietê,São Paulo,Carteira UsadosBR,#N/A,Concessionárias,
82299,inactive,Maggi Indaiatuba,Revenda,company,Indaiatuba,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82300,inactive,Maggi Jaguar,Revenda,company,Sorocaba,São Paulo,Carteira UsadosBR,#N/A,Concessionárias,
82302,inactive,Maggi Le Nom,Revenda,company,Itu,São Paulo,Carteira Concessionária,#N/A,Concessionárias,
82303,inactive,Maggi Motors Toyota,Revenda,company,Itu,São Paulo,Carteira Concessionária,#N/A,Concessionárias,
82304,inactive,Maggi Motos,Revenda,company,Itu,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82305,inactive,Maggi Multimarcas,Revenda,company,São Paulo,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82306,inactive,Maggio Veiculos,Revenda,company,Hortolândia,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82307,inactive,Maggi Vw Boituva,Revenda,company,Boituva,São Paulo,Carteira UsadosBR,#N/A,Concessionárias,
82308,inactive,MAGGI AUTOMOVEIS (Maggi Vw Itu),Revenda,company,Itu,São Paulo,Carteira Concessionária,#N/A,Concessionárias,
82309,inactive,Maghi Motors,Revenda,company,São Paulo,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82310,inactive,Magicar,Revenda,company,João Pessoa,Paraíba,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82311,inactive,Magmar Motors,Revenda,company,Valinhos,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82312,inactive,Magna Car,Revenda,company,Betim,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82313,inactive,Mago Automoveis,Revenda,company,Aracaju,Sergipe,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82315,inactive,Mago Veículos,Revenda,company,São Vicente,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82316,inactive,Maguinho Automóveis,Revenda,company,Valença,Rio de Janeiro,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82317,inactive,Maguinho Multimarcas,Revenda,company,São Paulo,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82318,inactive,Mag Veiculos,Revenda,company,Bastos,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82319,inactive,Mag Veiculos,Revenda,company,Paracatu,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82320,active,Mahakech Automoveis,Revenda,company,Itapetininga,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82321,inactive,Mahindra Bandeirantes,Revenda,company,Bastos,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82322,active,Mahokos Veiculos,Revenda,company,Itapetininga,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82323,inactive,Maia Automoveis,Revenda,company,Contagem,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82324,inactive,Maia Veiculos,Revenda,company,João Pessoa,Paraíba,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82325,inactive,Maia Veiculos,Revenda,company,Mossoró,Rio Grande do Norte,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82326,inactive,Mai Car Veículos,Revenda,company,Rio de Janeiro,Rio de Janeiro,Carteira UsadosBR,#N/A,Concessionárias,
82327,inactive,Maicar Automóveis,Revenda,company,Nova Friburgo,Rio de Janeiro,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82328,inactive,Maicon Veiculos,Revenda,company,Nova Lima,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82329,inactive,Maicon Veículos,Revenda,company,Atibaia,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82330,inactive,Barigüi Seminovos - Balneário Camboriú,Revenda,company,Balneário Camboriú,Santa Catarina,Carteira UsadosBR,#N/A,Concessionárias,
82331,inactive,Maior Veículos,Revenda,company,Campinas,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82332,inactive,Mairo Veiculos,Revenda,company,Toledo,Paraná,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82333,inactive,Mais 1 Veiculo,Revenda,company,Praia Grande,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82334,inactive,Mais Auto,Revenda,company,Santa Maria,Rio Grande do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82335,inactive,Mais Automoveis,Revenda,company,Chapecó,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82337,inactive,Mais Autos,Revenda,company,Osasco,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82338,inactive,Mais Bolsa De Veiculos,Revenda,company,Indaiatuba,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82339,inactive,Mais Brasil Motos,Revenda,company,Indaiatuba,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
82340,inactive,Mais Car Ltda,Revenda,company,Nova Lima,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82341,active,Mais Car Veiculos,Revenda,company,Belo Horizonte,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82342,inactive,Mais Chevrolet,Revenda,company,Paraíso do Tocantins,Tocantins,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
82343,inactive,Maismoto,Revenda,company,Piracicaba,São Paulo,Carteira UsadosBR,#N/A,Concessionárias,
